               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 150,            0.024195,            0.011473,           0.0028116,             0.77386,             0.87261,             0.82879,             0.60982,            0.023037,           0.0048519,           0.0030012,           0.0070498,           0.0070498,           0.0070498
                 151,            0.023991,            0.011286,            0.002641,             0.77414,             0.86761,             0.82914,             0.60976,            0.023019,           0.0048529,           0.0030021,             0.00703,             0.00703,             0.00703
                 152,             0.02399,            0.011254,            0.002791,             0.77621,             0.86553,             0.82962,             0.60983,            0.023015,           0.0048533,           0.0030019,           0.0070102,           0.0070102,           0.0070102
                 153,            0.023713,            0.011297,           0.0025929,             0.78045,              0.8576,                0.83,             0.61027,            0.023004,           0.0048534,           0.0029988,           0.0069904,           0.0069904,           0.0069904
                 154,            0.023876,            0.011336,           0.0023312,             0.78099,             0.85558,              0.8297,             0.61139,            0.022986,           0.0048528,           0.0029974,           0.0069706,           0.0069706,           0.0069706
                 155,            0.023815,            0.011252,            0.002549,             0.78137,             0.85783,             0.83006,              0.6118,            0.022973,           0.0048522,            0.002996,           0.0069508,           0.0069508,           0.0069508
                 156,            0.023751,            0.011205,            0.002538,             0.78334,             0.85418,             0.83037,               0.612,            0.022968,           0.0048507,           0.0029958,            0.006931,            0.006931,            0.006931
                 157,            0.023894,             0.01111,           0.0024879,              0.7856,             0.85281,             0.83075,             0.61192,            0.022965,           0.0048508,           0.0029934,           0.0069112,           0.0069112,           0.0069112
                 158,            0.024087,            0.011325,           0.0024887,             0.77508,             0.86228,             0.83111,             0.61191,            0.022961,           0.0048516,           0.0029882,           0.0068914,           0.0068914,           0.0068914
                 159,            0.023862,            0.011376,           0.0025468,             0.78288,             0.85607,             0.83144,             0.61304,            0.022954,           0.0048529,           0.0029783,           0.0068716,           0.0068716,           0.0068716
                 160,            0.024076,            0.011195,           0.0023235,              0.7779,             0.86263,             0.83183,             0.61322,            0.022946,           0.0048534,           0.0029687,           0.0068518,           0.0068518,           0.0068518
                 161,            0.023617,            0.011181,           0.0024732,             0.77803,             0.86422,             0.83323,             0.61418,            0.022947,           0.0048516,           0.0029597,            0.006832,            0.006832,            0.006832
                 162,            0.023476,            0.011124,           0.0024998,             0.77703,             0.86429,             0.83398,              0.6144,            0.022942,           0.0048512,           0.0029519,           0.0068122,           0.0068122,           0.0068122
                 163,            0.023838,            0.011168,           0.0025793,             0.77979,             0.86591,             0.83466,             0.61515,            0.022933,           0.0048495,           0.0029383,           0.0067924,           0.0067924,           0.0067924
                 164,            0.023556,            0.011057,           0.0025505,             0.77842,              0.8671,             0.83463,             0.61564,            0.022932,           0.0048484,           0.0029247,           0.0067726,           0.0067726,           0.0067726
                 165,            0.023546,            0.011274,            0.002492,             0.77665,              0.8692,             0.83631,              0.6167,             0.02293,           0.0048488,           0.0029082,           0.0067528,           0.0067528,           0.0067528
                 166,            0.023341,            0.010996,           0.0025329,             0.77697,             0.86892,             0.83703,              0.6173,            0.022929,            0.004847,            0.002897,            0.006733,            0.006733,            0.006733
                 167,            0.023379,            0.011187,           0.0023989,             0.77777,             0.87038,             0.83764,             0.61764,            0.022921,           0.0048466,            0.002881,           0.0067132,           0.0067132,           0.0067132
                 168,            0.023468,            0.011084,           0.0022104,             0.79081,              0.8522,             0.83889,             0.61829,            0.022915,           0.0048474,           0.0028683,           0.0066934,           0.0066934,           0.0066934
                 169,            0.023259,            0.011079,           0.0025466,             0.79223,               0.855,             0.83956,              0.6192,             0.02291,           0.0048478,           0.0028549,           0.0066736,           0.0066736,           0.0066736
                 170,            0.023478,            0.011089,           0.0023669,             0.79282,             0.85455,             0.83981,             0.61991,            0.022904,           0.0048483,           0.0028416,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023409,            0.011141,           0.0025132,             0.79639,             0.85167,             0.84194,             0.62046,            0.022901,            0.004849,           0.0028293,            0.006634,            0.006634,            0.006634
                 172,            0.023256,            0.010994,            0.002389,             0.79807,             0.84927,             0.84177,             0.62097,            0.022899,           0.0048495,           0.0028121,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023077,            0.010886,           0.0021664,             0.79882,             0.84913,             0.84326,             0.62213,            0.022898,           0.0048493,           0.0027946,           0.0065944,           0.0065944,           0.0065944
                 174,            0.023232,            0.010909,           0.0023191,             0.80052,             0.84919,             0.84395,             0.62297,            0.022898,           0.0048498,           0.0027773,           0.0065746,           0.0065746,           0.0065746
                 175,            0.023173,            0.010903,           0.0023787,             0.80954,              0.8401,             0.84621,             0.62388,            0.022894,           0.0048492,            0.002758,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022912,            0.010818,           0.0022046,              0.8097,             0.83893,             0.84653,             0.62482,            0.022894,           0.0048493,           0.0027413,            0.006535,            0.006535,            0.006535
                 177,            0.023389,            0.010938,           0.0022894,             0.79652,             0.86207,             0.84811,             0.62587,            0.022888,           0.0048496,           0.0027224,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023188,             0.01103,           0.0022883,             0.79917,             0.86137,             0.84941,             0.62684,            0.022884,           0.0048491,           0.0027011,           0.0064954,           0.0064954,           0.0064954
                 179,            0.023133,            0.010971,           0.0021461,             0.79322,             0.86792,             0.85085,             0.62803,            0.022878,           0.0048466,           0.0026823,           0.0064756,           0.0064756,           0.0064756
                 180,            0.022857,            0.010946,           0.0023429,             0.79362,             0.87133,              0.8518,             0.62867,            0.022879,           0.0048455,            0.002665,           0.0064558,           0.0064558,           0.0064558
                 181,            0.022726,            0.010641,           0.0021697,              0.7974,             0.87043,             0.85325,             0.62854,            0.022877,           0.0048444,           0.0026496,            0.006436,            0.006436,            0.006436
                 182,            0.022906,            0.010823,           0.0019416,             0.80056,             0.87298,             0.85429,             0.62978,            0.022873,           0.0048438,           0.0026317,           0.0064162,           0.0064162,           0.0064162
                 183,            0.022874,             0.01075,           0.0020332,              0.8034,              0.8714,             0.85562,             0.63049,            0.022871,           0.0048435,           0.0026132,           0.0063964,           0.0063964,           0.0063964
                 184,            0.022825,            0.010671,           0.0021481,             0.80737,             0.87131,             0.85616,             0.63108,            0.022869,           0.0048438,           0.0025976,           0.0063766,           0.0063766,           0.0063766
                 185,            0.022711,            0.010771,           0.0021839,             0.80688,             0.87712,             0.85756,             0.63223,            0.022862,           0.0048434,            0.002582,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022853,            0.010775,           0.0021296,             0.81055,              0.8776,             0.85962,             0.63325,            0.022857,           0.0048417,           0.0025623,            0.006337,            0.006337,            0.006337
                 187,            0.022762,            0.010681,           0.0019149,             0.81355,             0.87169,             0.86097,             0.63434,            0.022851,           0.0048407,           0.0025467,           0.0063172,           0.0063172,           0.0063172
                 188,            0.022878,            0.010777,           0.0021337,             0.81548,             0.86843,             0.86249,             0.63489,            0.022847,           0.0048403,           0.0025304,           0.0062974,           0.0062974,           0.0062974
                 189,            0.022605,            0.010765,           0.0018894,             0.81693,             0.86865,              0.8636,             0.63549,            0.022842,           0.0048391,           0.0025152,           0.0062776,           0.0062776,           0.0062776
                 190,            0.022629,            0.010722,           0.0022796,             0.81754,             0.86811,             0.86496,             0.63702,            0.022837,           0.0048389,            0.002499,           0.0062578,           0.0062578,           0.0062578
                 191,            0.022684,            0.010755,           0.0023089,             0.81832,             0.86771,             0.86613,               0.638,            0.022835,           0.0048385,           0.0024836,            0.006238,            0.006238,            0.006238
                 192,            0.022558,             0.01069,           0.0020427,             0.81909,             0.86738,             0.86705,             0.63901,            0.022831,           0.0048377,           0.0024686,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022665,            0.010641,           0.0019433,             0.82187,             0.86738,             0.86829,             0.63916,            0.022829,           0.0048375,           0.0024549,           0.0061984,           0.0061984,           0.0061984
                 194,            0.022397,            0.010563,           0.0021781,             0.82887,             0.86738,              0.8699,             0.64051,            0.022825,           0.0048373,           0.0024378,           0.0061786,           0.0061786,           0.0061786
                 195,            0.022478,            0.010679,           0.0022679,             0.82911,             0.86863,              0.8712,             0.64145,            0.022818,           0.0048361,           0.0024197,           0.0061588,           0.0061588,           0.0061588
                 196,            0.022709,            0.010745,            0.002222,             0.82951,             0.86919,             0.87275,             0.64251,            0.022814,           0.0048351,           0.0024015,            0.006139,            0.006139,            0.006139
                 197,            0.022336,            0.010642,           0.0020224,             0.83007,             0.87064,             0.87317,              0.6429,             0.02281,           0.0048345,            0.002388,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022144,            0.010617,           0.0020488,             0.83204,             0.87116,             0.87368,             0.64373,            0.022807,           0.0048328,           0.0023726,           0.0060994,           0.0060994,           0.0060994
                 199,            0.022739,             0.01072,           0.0022234,             0.83354,             0.87044,             0.87439,             0.64414,            0.022801,           0.0048305,           0.0023595,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022322,            0.010592,           0.0020864,             0.83439,             0.87056,             0.87567,             0.64524,            0.022796,           0.0048287,           0.0023477,           0.0060598,           0.0060598,           0.0060598
                 201,            0.022131,            0.010672,           0.0021232,              0.8342,             0.87093,             0.87677,             0.64649,            0.022791,           0.0048269,           0.0023357,             0.00604,             0.00604,             0.00604
                 202,            0.022183,            0.010653,           0.0021539,             0.83484,             0.87274,             0.87738,             0.64712,            0.022787,           0.0048256,           0.0023244,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021985,            0.010411,           0.0020168,             0.83716,             0.87102,              0.8781,             0.64783,            0.022783,            0.004825,           0.0023103,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022152,            0.010395,           0.0020178,             0.83516,             0.87474,             0.87887,             0.64842,            0.022778,           0.0048232,           0.0022996,           0.0059806,           0.0059806,           0.0059806
                 205,            0.022304,            0.010547,           0.0019752,             0.83461,             0.87631,             0.87946,             0.64915,            0.022774,           0.0048222,             0.00229,           0.0059608,           0.0059608,           0.0059608
                 206,            0.022116,            0.010588,           0.0020698,             0.83578,             0.87617,             0.88026,             0.64947,            0.022772,           0.0048208,           0.0022786,            0.005941,            0.005941,            0.005941
                 207,            0.021896,            0.010309,           0.0018745,             0.83514,             0.87709,             0.88069,             0.64967,            0.022766,           0.0048201,           0.0022703,           0.0059212,           0.0059212,           0.0059212
                 208,            0.022065,            0.010425,           0.0019505,             0.83503,              0.8775,             0.88124,             0.65019,            0.022763,           0.0048195,            0.002261,           0.0059014,           0.0059014,           0.0059014
                 209,            0.021795,            0.010391,           0.0019017,             0.83512,             0.87733,             0.88174,             0.65089,            0.022762,           0.0048185,           0.0022541,           0.0058816,           0.0058816,           0.0058816
                 210,            0.022087,            0.010569,           0.0021772,             0.83588,             0.87725,             0.88214,             0.65188,            0.022762,           0.0048182,            0.002246,           0.0058618,           0.0058618,           0.0058618
                 211,            0.021845,            0.010325,           0.0019464,             0.83646,             0.87841,             0.88268,             0.65248,            0.022767,            0.004818,            0.002237,            0.005842,            0.005842,            0.005842
                 212,            0.021854,            0.010475,           0.0020011,             0.83852,             0.87829,             0.88334,             0.65303,            0.022771,           0.0048187,           0.0022277,           0.0058222,           0.0058222,           0.0058222
                 213,            0.021743,            0.010343,           0.0019194,             0.84064,             0.87866,             0.88441,             0.65396,            0.022769,           0.0048198,           0.0022172,           0.0058024,           0.0058024,           0.0058024
                 214,             0.02195,             0.01047,           0.0019657,             0.84233,             0.87775,             0.88524,             0.65428,            0.022769,           0.0048192,           0.0022078,           0.0057826,           0.0057826,           0.0057826
                 215,            0.022021,            0.010347,           0.0019983,             0.84288,             0.87634,             0.88568,             0.65481,            0.022769,           0.0048193,           0.0021995,           0.0057628,           0.0057628,           0.0057628
                 216,              0.0217,            0.010346,           0.0019027,             0.84387,             0.87595,             0.88598,             0.65512,            0.022768,           0.0048186,           0.0021888,            0.005743,            0.005743,            0.005743
                 217,            0.021655,            0.010158,           0.0018942,             0.84546,             0.87531,              0.8865,             0.65593,            0.022768,           0.0048183,           0.0021817,           0.0057232,           0.0057232,           0.0057232
                 218,            0.021628,             0.01029,           0.0018856,             0.84732,             0.87477,             0.88704,             0.65584,            0.022768,           0.0048169,           0.0021746,           0.0057034,           0.0057034,           0.0057034
                 219,            0.021886,            0.010359,           0.0018972,             0.84954,             0.87377,             0.88781,             0.65586,            0.022768,           0.0048162,           0.0021682,           0.0056836,           0.0056836,           0.0056836
                 220,            0.021605,            0.010389,           0.0019095,             0.85057,             0.87225,             0.88821,             0.65618,            0.022766,           0.0048148,           0.0021606,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021689,             0.01022,           0.0021338,             0.85349,             0.87201,             0.88888,             0.65655,            0.022763,            0.004813,           0.0021529,            0.005644,            0.005644,            0.005644
                 222,            0.021653,            0.010189,           0.0019606,             0.85567,              0.8699,             0.88957,             0.65741,            0.022761,           0.0048118,            0.002147,           0.0056242,           0.0056242,           0.0056242
                 223,            0.021458,            0.010168,           0.0018352,             0.85669,             0.87056,                0.89,             0.65797,            0.022758,           0.0048112,           0.0021396,           0.0056044,           0.0056044,           0.0056044
                 224,            0.021444,            0.010107,           0.0019635,             0.85766,             0.87042,             0.89036,             0.65836,            0.022756,           0.0048108,           0.0021311,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021506,            0.010253,           0.0018971,             0.85859,             0.87024,             0.89105,             0.65894,            0.022754,           0.0048095,           0.0021222,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021619,            0.010253,           0.0020001,             0.85963,             0.86934,             0.89159,             0.65919,            0.022753,           0.0048095,            0.002113,            0.005545,            0.005545,            0.005545
                 227,            0.021454,            0.010249,           0.0017261,             0.85996,             0.87084,             0.89198,             0.65987,             0.02275,            0.004809,           0.0021036,           0.0055252,           0.0055252,           0.0055252
                 228,              0.0212,             0.01028,           0.0018016,             0.85964,             0.87147,             0.89226,             0.66056,            0.022748,           0.0048082,           0.0020941,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021202,            0.010072,            0.001626,             0.85964,             0.87067,             0.89236,             0.66032,            0.022749,           0.0048082,           0.0020871,           0.0054856,           0.0054856,           0.0054856
                 230,            0.021168,            0.010167,           0.0019418,             0.86125,             0.87044,             0.89328,             0.66083,            0.022747,           0.0048078,           0.0020802,           0.0054658,           0.0054658,           0.0054658
                 231,            0.021514,            0.010368,           0.0018907,             0.86206,              0.8699,              0.8934,             0.66099,            0.022746,           0.0048077,           0.0020726,            0.005446,            0.005446,            0.005446
                 232,            0.021054,            0.010231,           0.0017122,             0.86456,             0.86641,             0.89368,             0.66127,            0.022744,           0.0048074,           0.0020655,           0.0054262,           0.0054262,           0.0054262
                 233,            0.021385,            0.010205,            0.001825,             0.86563,              0.8662,             0.89446,             0.66172,            0.022739,           0.0048066,           0.0020569,           0.0054064,           0.0054064,           0.0054064
                 234,            0.021241,            0.010147,           0.0019875,             0.86797,              0.8669,             0.89493,             0.66259,            0.022736,           0.0048051,           0.0020497,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021472,            0.010192,           0.0018976,             0.86761,              0.8676,             0.89529,             0.66276,            0.022732,           0.0048041,           0.0020437,           0.0053668,           0.0053668,           0.0053668
                 236,            0.020978,            0.010008,           0.0018451,             0.86869,             0.86529,             0.89597,              0.6635,             0.02273,           0.0048027,           0.0020344,            0.005347,            0.005347,            0.005347
                 237,            0.021057,            0.010056,           0.0019212,             0.86851,             0.86515,             0.89623,             0.66365,             0.02273,           0.0048014,            0.002025,           0.0053272,           0.0053272,           0.0053272
                 238,            0.021168,            0.010043,           0.0018062,             0.86862,             0.86742,             0.89652,             0.66385,             0.02273,           0.0048009,           0.0020159,           0.0053074,           0.0053074,           0.0053074
                 239,            0.021398,            0.010136,           0.0019017,             0.86837,             0.86777,              0.8972,             0.66433,            0.022729,              0.0048,           0.0020043,           0.0052876,           0.0052876,           0.0052876
                 240,            0.021123,            0.010205,           0.0018425,             0.86847,             0.86781,             0.89786,             0.66465,            0.022727,           0.0047995,           0.0019954,           0.0052678,           0.0052678,           0.0052678
                 241,            0.021165,            0.010158,           0.0017105,             0.87091,              0.8672,             0.89797,             0.66559,            0.022728,           0.0047992,           0.0019878,            0.005248,            0.005248,            0.005248
                 242,            0.021074,             0.01004,           0.0018529,             0.86953,             0.86719,             0.89712,             0.66518,             0.02273,           0.0047995,           0.0019816,           0.0052282,           0.0052282,           0.0052282
                 243,            0.021059,            0.010056,           0.0020331,             0.87023,             0.86716,             0.89756,             0.66551,            0.022735,           0.0047989,           0.0019737,           0.0052084,           0.0052084,           0.0052084
                 244,            0.020717,            0.009841,           0.0016801,             0.87041,             0.86739,             0.89779,             0.66551,            0.022736,           0.0047986,           0.0019678,           0.0051886,           0.0051886,           0.0051886
                 245,            0.020477,           0.0097752,           0.0017416,             0.87162,             0.86724,             0.89798,             0.66531,             0.02274,            0.004798,           0.0019621,           0.0051688,           0.0051688,           0.0051688
                 246,            0.020545,           0.0099326,            0.001733,             0.87255,             0.86753,             0.89821,             0.66532,             0.02274,           0.0047976,           0.0019562,            0.005149,            0.005149,            0.005149
                 247,            0.020709,           0.0097242,            0.001697,             0.87263,             0.86795,             0.89814,             0.66592,            0.022744,           0.0047978,           0.0019487,           0.0051292,           0.0051292,           0.0051292
                 248,            0.020565,           0.0099241,            0.001823,             0.87245,             0.86812,             0.89803,             0.66581,            0.022742,           0.0047972,           0.0019435,           0.0051094,           0.0051094,           0.0051094
                 249,             0.02062,           0.0098457,           0.0017917,             0.87184,             0.86869,             0.89822,             0.66635,            0.022742,           0.0047971,           0.0019377,           0.0050896,           0.0050896,           0.0050896
                 250,             0.02067,           0.0098967,           0.0016029,             0.87301,             0.86841,             0.89872,             0.66638,            0.022742,           0.0047962,            0.001932,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020318,            0.009827,           0.0017198,             0.87385,             0.86828,             0.89876,             0.66654,            0.022738,           0.0047948,           0.0019251,             0.00505,             0.00505,             0.00505
                 252,            0.020619,            0.009818,           0.0019054,             0.87517,             0.86806,             0.89905,             0.66714,            0.022735,           0.0047949,           0.0019185,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020697,           0.0098234,           0.0015607,             0.87601,             0.86818,             0.89918,             0.66751,            0.022734,           0.0047942,            0.001912,           0.0050104,           0.0050104,           0.0050104
                 254,            0.020725,           0.0097791,           0.0016952,              0.8761,              0.8684,             0.89929,             0.66787,            0.022731,           0.0047939,           0.0019068,           0.0049906,           0.0049906,           0.0049906
                 255,            0.020365,           0.0097807,           0.0017516,              0.8766,             0.86889,             0.89953,             0.66823,            0.022729,            0.004794,           0.0019025,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020724,           0.0098888,           0.0019499,              0.8764,             0.87009,             0.89976,             0.66849,            0.022727,           0.0047945,           0.0018979,            0.004951,            0.004951,            0.004951
                 257,            0.020376,           0.0097781,           0.0017275,             0.87501,             0.87228,             0.90001,             0.66879,            0.022724,           0.0047944,           0.0018935,           0.0049312,           0.0049312,           0.0049312
                 258,             0.02023,           0.0097176,           0.0016584,             0.87726,             0.87048,             0.90038,             0.66866,             0.02272,           0.0047939,           0.0018902,           0.0049114,           0.0049114,           0.0049114
                 259,            0.020092,           0.0095164,            0.001786,             0.87747,             0.87113,             0.90058,             0.66873,            0.022717,           0.0047941,            0.001887,           0.0048916,           0.0048916,           0.0048916
                 260,            0.020174,           0.0096653,           0.0015472,             0.87775,             0.87102,              0.9007,             0.66877,            0.022714,           0.0047937,           0.0018838,           0.0048718,           0.0048718,           0.0048718
                 261,            0.020327,           0.0096432,           0.0016034,             0.87661,             0.87282,             0.90077,             0.66853,            0.022709,           0.0047934,           0.0018811,            0.004852,            0.004852,            0.004852
                 262,            0.020194,           0.0096454,            0.001591,             0.87605,             0.87201,             0.90088,             0.66869,            0.022707,           0.0047934,           0.0018767,           0.0048322,           0.0048322,           0.0048322
                 263,             0.02028,           0.0097674,           0.0017338,             0.87711,             0.87058,             0.90121,             0.66957,            0.022705,            0.004793,           0.0018748,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020116,           0.0096236,           0.0014955,             0.87495,             0.87406,             0.90145,              0.6697,            0.022703,           0.0047925,           0.0018686,           0.0047926,           0.0047926,           0.0047926
                 265,            0.020187,           0.0095866,           0.0016793,             0.87545,              0.8736,             0.90152,             0.66961,            0.022702,           0.0047923,           0.0018651,           0.0047728,           0.0047728,           0.0047728
                 266,            0.020086,           0.0096891,           0.0017051,             0.87791,             0.87279,             0.90168,             0.67001,            0.022702,           0.0047919,             0.00186,            0.004753,            0.004753,            0.004753
                 267,            0.020147,           0.0095293,           0.0017023,             0.87792,             0.87255,             0.90203,             0.67043,            0.022701,           0.0047915,           0.0018554,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020059,           0.0096395,           0.0016539,              0.8785,             0.87138,             0.90211,             0.67033,              0.0227,           0.0047919,           0.0018496,           0.0047134,           0.0047134,           0.0047134
                 269,            0.019931,           0.0095232,           0.0017371,             0.87906,             0.86986,             0.90223,             0.67025,            0.022695,           0.0047921,           0.0018475,           0.0046936,           0.0046936,           0.0046936
                 270,             0.01981,            0.009638,           0.0016502,             0.87966,             0.87083,             0.90292,             0.67066,            0.022692,           0.0047915,           0.0018437,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019972,           0.0095594,           0.0016842,             0.87986,             0.87139,             0.90316,             0.67098,            0.022688,           0.0047921,           0.0018396,            0.004654,            0.004654,            0.004654
                 272,            0.019644,           0.0095657,           0.0016616,             0.88085,             0.87058,             0.90359,             0.67077,            0.022685,           0.0047909,           0.0018401,           0.0046342,           0.0046342,           0.0046342
                 273,            0.019837,           0.0094057,           0.0015939,             0.87817,             0.87354,             0.90385,              0.6712,            0.022684,           0.0047908,           0.0018341,           0.0046144,           0.0046144,           0.0046144
                 274,             0.01967,           0.0094237,           0.0015636,             0.87825,             0.87439,             0.90419,             0.67153,            0.022683,           0.0047908,           0.0018311,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019733,           0.0093497,           0.0015812,             0.87749,             0.87464,             0.90429,             0.67187,             0.02268,           0.0047904,           0.0018262,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019637,           0.0094728,           0.0016266,             0.87793,             0.87496,             0.90468,             0.67204,            0.022678,           0.0047902,            0.001823,            0.004555,            0.004555,            0.004555
                 277,            0.019762,           0.0096321,           0.0016186,             0.87965,             0.87192,             0.90477,             0.67223,            0.022672,           0.0047894,           0.0018207,           0.0045352,           0.0045352,           0.0045352
                 278,             0.01968,           0.0093399,           0.0015129,             0.88052,             0.87257,             0.90497,             0.67263,            0.022671,           0.0047896,           0.0018186,           0.0045154,           0.0045154,           0.0045154
                 279,             0.01966,           0.0093582,           0.0015075,             0.88055,             0.87315,             0.90516,             0.67259,             0.02267,           0.0047897,           0.0018177,           0.0044956,           0.0044956,           0.0044956
                 280,            0.019668,           0.0093401,             0.00166,             0.88049,             0.87303,             0.90493,             0.67277,             0.02267,           0.0047894,           0.0018168,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019759,           0.0094705,            0.001652,             0.87595,             0.87835,             0.90511,             0.67331,             0.02267,           0.0047908,           0.0018153,            0.004456,            0.004456,            0.004456
                 282,             0.01965,           0.0094403,           0.0016344,             0.87845,             0.87763,             0.90542,             0.67368,            0.022672,           0.0047924,           0.0018131,           0.0044362,           0.0044362,           0.0044362
                 283,            0.019586,           0.0095561,           0.0015656,             0.87912,             0.87737,             0.90542,             0.67417,            0.022676,           0.0047942,           0.0018081,           0.0044164,           0.0044164,           0.0044164
                 284,            0.019693,           0.0093644,           0.0015841,             0.87899,               0.877,              0.9056,             0.67438,             0.02268,            0.004795,           0.0018042,           0.0043966,           0.0043966,           0.0043966
                 285,            0.019526,           0.0093561,           0.0016938,              0.8803,             0.87667,             0.90573,             0.67391,            0.022683,           0.0047966,           0.0017999,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019567,           0.0095202,           0.0015923,             0.88177,             0.87552,             0.90593,             0.67431,            0.022684,           0.0047973,           0.0017956,            0.004357,            0.004357,            0.004357
                 287,            0.019423,           0.0093916,            0.001524,               0.883,             0.87627,             0.90626,             0.67453,            0.022686,           0.0047987,           0.0017923,           0.0043372,           0.0043372,           0.0043372
                 288,            0.019324,           0.0093582,            0.001435,             0.88498,             0.87619,             0.90652,             0.67466,            0.022689,           0.0047995,           0.0017876,           0.0043174,           0.0043174,           0.0043174
                 289,            0.019186,           0.0093591,           0.0015697,             0.88435,             0.87641,             0.90694,             0.67464,            0.022693,           0.0048005,           0.0017831,           0.0042976,           0.0042976,           0.0042976
                 290,            0.019432,           0.0093362,            0.001525,             0.88732,             0.87383,             0.90717,             0.67488,            0.022693,           0.0048011,           0.0017792,           0.0042778,           0.0042778,           0.0042778
                 291,            0.019256,           0.0092499,           0.0015341,              0.8878,             0.87379,             0.90743,             0.67465,            0.022696,           0.0048019,           0.0017758,            0.004258,            0.004258,            0.004258
                 292,            0.019245,           0.0092748,           0.0015776,             0.88864,             0.87395,             0.90774,             0.67485,            0.022699,           0.0048036,           0.0017744,           0.0042382,           0.0042382,           0.0042382
                 293,            0.019182,           0.0091072,           0.0014566,              0.8894,             0.87426,             0.90789,             0.67474,            0.022702,           0.0048042,           0.0017725,           0.0042184,           0.0042184,           0.0042184
                 294,             0.01941,           0.0093798,           0.0016368,             0.88966,             0.87369,             0.90789,             0.67515,            0.022699,            0.004805,           0.0017702,           0.0041986,           0.0041986,           0.0041986
                 295,            0.019303,           0.0091837,           0.0013848,             0.88918,             0.87353,             0.90786,             0.67474,            0.022701,            0.004807,           0.0017679,           0.0041788,           0.0041788,           0.0041788
                 296,            0.019221,           0.0092401,           0.0015491,             0.88854,             0.87393,             0.90786,             0.67541,            0.022702,           0.0048074,           0.0017635,            0.004159,            0.004159,            0.004159
                 297,            0.018983,           0.0092289,           0.0014976,             0.88849,             0.87433,             0.90817,             0.67556,            0.022707,           0.0048079,           0.0017579,           0.0041392,           0.0041392,           0.0041392
                 298,            0.019018,           0.0091565,           0.0014368,             0.88847,             0.87419,             0.90851,             0.67568,            0.022709,           0.0048082,            0.001756,           0.0041194,           0.0041194,           0.0041194
                 299,            0.019002,           0.0092908,           0.0015365,               0.889,             0.87486,             0.90847,             0.67615,             0.02271,           0.0048088,           0.0017523,           0.0040996,           0.0040996,           0.0040996
                 300,            0.018877,           0.0091538,           0.0015486,             0.88851,             0.87505,             0.90858,             0.67613,            0.022712,           0.0048094,           0.0017494,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018776,           0.0090258,           0.0013626,             0.88846,             0.87474,             0.90855,             0.67662,            0.022716,           0.0048105,           0.0017467,             0.00406,             0.00406,             0.00406
                 302,            0.018934,           0.0091401,           0.0015359,             0.88863,             0.87484,             0.90881,             0.67653,            0.022718,           0.0048108,           0.0017432,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018927,           0.0090152,           0.0013561,             0.88904,             0.87584,             0.90897,             0.67644,             0.02272,           0.0048112,           0.0017421,           0.0040204,           0.0040204,           0.0040204
                 304,            0.018607,           0.0090926,           0.0015038,             0.88926,             0.87571,             0.90872,             0.67658,            0.022722,           0.0048121,           0.0017417,           0.0040006,           0.0040006,           0.0040006
                 305,            0.018643,           0.0090959,            0.001485,             0.88911,             0.87624,             0.90874,             0.67698,            0.022721,            0.004813,           0.0017438,           0.0039808,           0.0039808,           0.0039808
                 306,             0.01873,           0.0091135,           0.0015576,             0.88878,             0.87633,             0.90873,             0.67663,            0.022723,           0.0048136,           0.0017434,            0.003961,            0.003961,            0.003961
                 307,            0.018775,           0.0090487,           0.0013379,             0.88914,             0.87582,             0.90885,             0.67687,            0.022725,           0.0048137,           0.0017444,           0.0039412,           0.0039412,           0.0039412
